Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p
TS_Bone_Marrow_naive b cell	Adult	Lymphatic system	TS_Bone_Marrow	naive b cell	B cell	CL:0000236	Bone marrow	UBERON:0002371	0.978897305464676	0.8003946181937	0.909963099630996	0.959211228085477	0.018085746227989
AdultEpityphlon_B cell (Plasmocyte)	Adult	Digestive system	AdultEpityphlon	B cell (Plasmocyte)	B cell	CL:0000236	Caecum	UBERON:0001153	0.990752946824817	0.774551580626643	0.94169741697417	0.959547632178061	0.0179334619095981
Fetal_HCA_Spleen_Lymphoid cells	Fetal	Lymphatic system	Fetal_HCA_Spleen	Lymphoid cells	Innate lymphoid cell	CL:0001065	Spleen	UBERON:0002106	0.989196012595896	0.778372570282821	0.937269372693727	0.95959543620134	0.0179118261869996
Fetal_HCA_Muscle_Smooth muscle cells	Fetal	Muscular system	Fetal_HCA_Muscle	Smooth muscle cells	Smooth muscle cell	CL:0000192	Muscle organ	UBERON:0001630	0.986703241188393	0.785069573658704	0.930627306273063	0.959929678167956	0.0177605810252642
AdultSpleen_CB CD34+	Adult	Lymphatic system	AdultSpleen	CB CD34+	Hematopoietic stem cell	CL:0000037	Spleen	UBERON:0002106	0.989176182272591	0.7810842403614	0.936531365313653	0.960212461945986	0.0176326619168895
TS_Lymph_Node_cd8-positive, alpha-beta memory t cell	Adult	Lymphatic system	TS_Lymph_Node	cd8-positive, alpha-beta memory t cell	T cell	CL:0000084	Lymph node	UBERON:0000029	0.978900624610769	0.803804748747063	0.91070110701107	0.960373599730473	0.017559787025012
TS_Uterus_t cell	Adult	Reproductive system	TS_Uterus	t cell	T cell	CL:0000084	Uterus	UBERON:0000995	0.978906379307159	0.803476061464811	0.911439114391144	0.960465137298839	0.0175183944186553
FetalStomach_Dendritic cell	Fetal	Digestive system	FetalStomach	Dendritic cell	Dendritic cell	CL:0000451	Stomach	UBERON:0000945	0.98179068835943	0.790164226533609	0.927675276752768	0.960681732916539	0.0174204672029609
TS_Thymus_dn1 thymic pro-t cell	Adult	Lymphatic system	TS_Thymus	dn1 thymic pro-t cell	T cell	CL:0000084	Thymus	UBERON:0002370	0.978924726024831	0.803928006477908	0.913284132841328	0.961053109151878	0.0172526119419802
TS_Thymus_mature nk t cell	Adult	Lymphatic system	TS_Thymus	mature nk t cell	Natural killer cell	CL:0000623	Thymus	UBERON:0002370	0.978924726024831	0.803928006477908	0.913284132841328	0.961053109151878	0.0172526119419802
TS_Vasculature_t cell	Adult	Cardiovascular system	TS_Vasculature	t cell	T cell	CL:0000084	Vasculature	UBERON:0002049	0.978937184065007	0.804297779670441	0.914391143911439	0.961431500953184	0.0170816524736309
TS_Skin_nkt cell	Adult	Integumentary system	TS_Skin	nkt cell	Natural killer cell	CL:0000623	Skin of body	UBERON:0002097	0.97894041451203	0.803352803733967	0.91549815498155	0.961439257198085	0.0170781488638885
TS_Skin_naive thymus-derived cd8-positive, alpha-beta t cell	Adult	Integumentary system	TS_Skin	naive thymus-derived cd8-positive, alpha-beta t cell	T cell	CL:0000084	Skin of body	UBERON:0002097	0.97894041451203	0.803352803733967	0.91549815498155	0.961439257198085	0.0170781488638885
AdultBoneMarrow_T cell	Adult	Lymphatic system	AdultBoneMarrow	T cell	T cell	CL:0000084	Bone marrow	UBERON:0002371	0.989199924171292	0.784535456825045	0.938007380073801	0.96157187348863	0.0170182485103581
AdultGallbladder_Endothelial cell	Adult	Digestive system	AdultGallbladder	Endothelial cell	Endothelial cell	CL:0000115	Gall bladder	UBERON:0002110	0.987770537485323	0.788520790122349	0.933948339483395	0.961736548556078	0.0169438792906794
AdultGallbladder_Smooth muscle cell	Adult	Digestive system	AdultGallbladder	Smooth muscle cell	Smooth muscle cell	CL:0000192	Gall bladder	UBERON:0002110	0.987770537485323	0.788561876032631	0.933948339483395	0.961748286763678	0.0169385786626791
AdultSigmoidColon_B cell (Plasmocyte)	Adult	Digestive system	AdultSigmoidColon	B cell (Plasmocyte)	B cell	CL:0000236	Sigmoid colon	UBERON:0001159	0.99164573254613	0.778495828013666	0.946494464944649	0.961860128298981	0.0168880775718083
AdultSigmoidColon_Smooth muscle cell	Adult	Digestive system	AdultSigmoidColon	Smooth muscle cell	Smooth muscle cell	CL:0000192	Sigmoid colon	UBERON:0001159	0.99164573254613	0.77861908574451	0.946494464944649	0.961895745747968	0.0168719960494437
TS_Blood_nk cell	Adult	Lymphatic system	TS_Blood	nk cell	Natural killer cell	CL:0000623	Blood	UBERON:0000178	0.979682911981592	0.803928006477908	0.916974169741697	0.961963643085282	0.0168413415856977
TS_Blood_type i nk t cell	Adult	Lymphatic system	TS_Blood	type i nk t cell	T cell	CL:0000084	Blood	UBERON:0000178	0.979682911981592	0.803928006477908	0.916974169741697	0.961963643085282	0.0168413415856977
AdultArtery_T cell	Adult	Cardiovascular system	AdultArtery	T cell	T cell	CL:0000084	Artery	UBERON:0001637	0.980880653917145	0.79599842579358	0.926937269372694	0.962164410770402	0.0167507111331831
TS_Lung_cd4-positive alpha-beta t cell	Adult	Respiratory system	TS_Lung	cd4-positive alpha-beta t cell	T cell	CL:0000084	Lung	UBERON:0002048	0.97968960164668	0.803969092388189	0.918450184501845	0.962335956067288	0.0166732872185763
TS_Lung_cd8-positive alpha-beta t cell	Adult	Respiratory system	TS_Lung	cd8-positive alpha-beta t cell	T cell	CL:0000084	Lung	UBERON:0002048	0.97968960164668	0.803969092388189	0.918450184501845	0.962335956067288	0.0166732872185763
AdultJeJunum_T cell	Adult	Digestive system	AdultJeJunum	T cell	T cell	CL:0000084	Jejunum	UBERON:0002115	0.987789218770091	0.790533999726142	0.935055350553506	0.962574350630138	0.01656571499214
TS_Trachea_t cell	Adult	Respiratory system	TS_Trachea	t cell	T cell	CL:0000084	Trachea	UBERON:0003126	0.97971104804435	0.803599319195656	0.920295202952029	0.962681711679115	0.016517278514413
TS_Trachea_plasma cell	Adult	Respiratory system	TS_Trachea	plasma cell	Plasma cell	CL:0000786	Trachea	UBERON:0003126	0.97971104804435	0.803599319195656	0.920295202952029	0.962681711679115	0.016517278514413
TS_Trachea_b cell	Adult	Respiratory system	TS_Trachea	b cell	B cell	CL:0000236	Trachea	UBERON:0003126	0.97971104804435	0.803599319195656	0.920295202952029	0.962681711679115	0.016517278514413
AdultLung_T cell	Adult	Respiratory system	AdultLung	T cell	T cell	CL:0000084	Lung	UBERON:0002048	0.984003828828376	0.795834082152454	0.929889298892989	0.962829088259239	0.0164507976246287
TS_Liver_liver dendritic cell	Adult	Digestive system	TS_Liver	liver dendritic cell	Dendritic cell	CL:0000451	Liver	UBERON:0002107	0.979737869792163	0.8026132573489	0.922509225092251	0.962943552852508	0.0163991701996385
AdultTransverseColon_Mast cell	Adult	Digestive system	AdultTransverseColon	Mast cell	Mast cell	CL:0000097	Transverse colon	UBERON:0001157	0.987747444582673	0.793944130279506	0.932841328413284	0.963005364345817	0.0163712936653943
TS_Large_Intestine_b cell	Adult	Digestive system	TS_Large_Intestine	b cell	B cell	CL:0000236	Large intestine	UBERON:0000059	0.979731163573351	0.803640405105937	0.921771217712177	0.963049997721837	0.0163511654496644
TS_Eye_dendritic cell	Adult	Sensory system	TS_Eye	dendritic cell	Dendritic cell	CL:0000451	Eye	UBERON:0000970	0.980471200906985	0.804215607849878	0.923247232472325	0.963563286426367	0.0161197557951073
Fetal_HCA_Intestine_ENS glia	Fetal	Digestive system	Fetal_HCA_Intestine	ENS glia	Glial cell	CL:0000125	Intestine	UBERON:0000160	0.987712724576129	0.797189917191743	0.93210332103321	0.963733832794468	0.0160428944268942
TS_Salivary_Gland_cd8-positive, alpha-beta t cell	Adult	Digestive system	TS_Salivary_Gland	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Saliva-secreting gland	UBERON:0001044	0.980529536496857	0.803886920567626	0.924354243542435	0.963737668708461	0.0160411658241326
TS_Salivary_Gland_cd4-positive helper t cell	Adult	Digestive system	TS_Salivary_Gland	cd4-positive helper t cell	T cell	CL:0000084	Saliva-secreting gland	UBERON:0001044	0.980529536496857	0.804010178298471	0.924354243542435	0.96377149336629	0.016025923497364
VentoTormo_2018_decidua_T cell	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	T cell	T cell	CL:0000084	Decidua	UBERON:0002450	0.980552403161994	0.802777600990026	0.925830258302583	0.963785018338659	0.0160198289202845
VentoTormo_2018_decidua_decidual natural killer cell (dNK3)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	decidual natural killer cell (dNK3)	Natural killer cell	CL:0000623	Decidua	UBERON:0002450	0.980552403161994	0.802777600990026	0.925830258302583	0.963785018338659	0.0160198289202845
Braga_2020_lung_T cell	Adult	Respiratory system	Braga_2020_lung	T cell	T cell	CL:0000084	Lung	UBERON:0002048	0.991671147628408	0.784987401838141	0.94760147601476	0.963968570238695	0.0159371258424205
FetalIntestine_Dendritic cell	Fetal	Digestive system	FetalIntestine	Dendritic cell	Dendritic cell	CL:0000451	Intestine	UBERON:0000160	0.989765566585215	0.792916982522469	0.938745387453875	0.964113976814969	0.0158716211015322
Lake_2017_FrontalCortex_Ex5b	Adult	Nervous system	Lake_2017_FrontalCortex	Ex5b	Excitatory neuron	CL:0008030	Frontal cortex	UBERON:0001870	0.987683107202224	0.799737243629196	0.931365313653137	0.96426154142277	0.0158051542807173
Fetal_HCA_Stomach_ENS neurons	Fetal	Digestive system	Fetal_HCA_Stomach	ENS neurons	Neuron	CL:0000540	Stomach	UBERON:0000945	0.994776938300482	0.781289669912807	0.954243542435424	0.964465387595997	0.0157133535522811
AdultKidney_Fetal epithelial progenitor	Adult	Urinary system	AdultKidney	Fetal epithelial progenitor	Epithelial fate stem cell	CL:0000036	Kidney	UBERON:0002113	0.990220245408768	0.794724762574854	0.939852398523985	0.964870320284937	0.0155310524273781
AdultKidney_T cell	Adult	Urinary system	AdultKidney	T cell	T cell	CL:0000084	Kidney	UBERON:0002113	0.990220245408768	0.794724762574854	0.939852398523985	0.964870320284937	0.0155310524273781
FetalAdrenalGland_T cell	Fetal	Endocrine system	FetalAdrenalGland	T cell	T cell	CL:0000084	Adrenal gland	UBERON:0002369	0.990660941295429	0.796368198986114	0.940959409594096	0.965574322623404	0.0152142918867218
Madissoon_2020_oesophagus_B_CD27neg	Adult	Digestive system	Madissoon_2020_oesophagus	B_CD27neg	B cell	CL:0000236	Esophagus	UBERON:0001043	0.988799968728019	0.801462851861018	0.935793357933579	0.96576259384112	0.0151296198126604
Fetal_HCA_Liver_Myeloid cells	Fetal	Digestive system	Fetal_HCA_Liver	Myeloid cells	Myeloid cell	CL:0000763	Liver	UBERON:0002107	0.991021389209104	0.795628652601047	0.94280442804428	0.965796703949686	0.0151142810840531
Fetal_HCA_Liver_Lymphoid cells	Fetal	Digestive system	Fetal_HCA_Liver	Lymphoid cells	Innate lymphoid cell	CL:0001065	Liver	UBERON:0002107	0.991021389209104	0.795628652601047	0.94280442804428	0.965796703949686	0.0151142810840531
AdultFallopiantube_T cell	Adult	Reproductive system	AdultFallopiantube	T cell	T cell	CL:0000084	Fallopian tube	UBERON:0003889	0.994183377409776	0.78745255645503	0.952767527675277	0.965836084038646	0.0150965732097191
AdultDuodenum_B cell (Plasmocyte)	Adult	Digestive system	AdultDuodenum	B cell (Plasmocyte)	B cell	CL:0000236	Duodenum	UBERON:0002114	0.99687892404319	0.776770219781843	0.971586715867159	0.967098859053397	0.01452912907429
AdultDuodenum_T cell	Adult	Digestive system	AdultDuodenum	T cell	T cell	CL:0000084	Duodenum	UBERON:0002114	0.99687892404319	0.777550852077191	0.971586715867159	0.967311933343633	0.0144334544748482
Fetal_HCA_Adrenal_Lymphoid cells	Fetal	Endocrine system	Fetal_HCA_Adrenal	Lymphoid cells	Innate lymphoid cell	CL:0001065	Adrenal gland	UBERON:0002369	0.991397599935178	0.800641133655389	0.944280442804428	0.967472035397753	0.0143615793302039
Fetal_HCA_Adrenal_SLC26A4_PAEP positive cells	Fetal	Endocrine system	Fetal_HCA_Adrenal	SLC26A4_PAEP positive cells	Cortical cell of adrenal gland	CL:0002097	Adrenal gland	UBERON:0002369	0.991397599935178	0.800641133655389	0.944280442804428	0.967472035397753	0.0143615793302039
Fetal_HCA_Kidney_Lymphoid cells	Fetal	Urinary system	Fetal_HCA_Kidney	Lymphoid cells	Innate lymphoid cell	CL:0001065	Kidney	UBERON:0002113	0.991405948636989	0.801462851861018	0.945387453874539	0.967935351062708	0.0141536484915385
FetalSpinalCord_CB CD34+	Fetal	Nervous system	FetalSpinalCord	CB CD34+	Hematopoietic stem cell	CL:0000037	Spinal cord	UBERON:0002240	0.995944541819975	0.786178893236304	0.966051660516605	0.968431710673321	0.0139309983040714
AdultAdrenalGland_Smooth muscle cell	Adult	Endocrine system	AdultAdrenalGland	Smooth muscle cell	Smooth muscle cell	CL:0000192	Adrenal gland	UBERON:0002369	0.995259635670432	0.791725491124305	0.959409594095941	0.968459106857385	0.0139187126228576
TS_Kidney_cd4-positive helper t cell	Adult	Urinary system	TS_Kidney	cd4-positive helper t cell	T cell	CL:0000084	Kidney	UBERON:0002113	0.993981331059546	0.801175250489048	0.949077490774908	0.968675480525178	0.013821693147851
TS_Kidney_b cell	Adult	Urinary system	TS_Kidney	b cell	B cell	CL:0000236	Kidney	UBERON:0002113	0.993981331059546	0.801216336399329	0.949077490774908	0.968686161478388	0.013816904492042
TS_Kidney_cd8-positive, alpha-beta t cell	Adult	Urinary system	TS_Kidney	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Kidney	UBERON:0002113	0.993981331059546	0.801216336399329	0.949077490774908	0.968686161478388	0.013816904492042
AdultBladder_T cell	Adult	Urinary system	AdultBladder	T cell	T cell	CL:0000084	Bladder organ	UBERON:0018707	0.996337590955606	0.788233188750379	0.966789667896679	0.969133385615989	0.013616445188312
Madissoon_2020_lung_T_CD8_CytT	Adult	Respiratory system	Madissoon_2020_lung	T_CD8_CytT	T cell	CL:0000084	Lung	UBERON:0002048	0.994005321617637	0.802243484156367	0.951291512915129	0.969434667673078	0.0134814536560605
Madissoon_2020_lung_NK	Adult	Respiratory system	Madissoon_2020_lung	NK	Natural killer cell	CL:0000623	Lung	UBERON:0002048	0.994005321617637	0.802243484156367	0.951291512915129	0.969434667673078	0.0134814536560605
Madissoon_2020_lung_Plasma_cells	Adult	Respiratory system	Madissoon_2020_lung	Plasma_cells	Plasma cell	CL:0000786	Lung	UBERON:0002048	0.994005321617637	0.802243484156367	0.951291512915129	0.969434667673078	0.0134814536560605
MacParland_2018_liver_Kupffer cell	Adult	Digestive system	MacParland_2018_liver	Kupffer cell	Kupffer cell	CL:0000091	Liver	UBERON:0002107	0.995265723933671	0.796121683524425	0.960516605166052	0.969844159483899	0.013298045232293
MacParland_2018_liver_B cell	Adult	Digestive system	MacParland_2018_liver	B cell	B cell	CL:0000236	Liver	UBERON:0002107	0.995265723933671	0.796121683524425	0.960516605166052	0.969844159483899	0.013298045232293
TS_Prostate_cd8-positive, alpha-beta t cell	Adult	Reproductive system	TS_Prostate	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Prostate gland	UBERON:0002367	0.994492943043855	0.803558233285374	0.953505535055351	0.97024755068701	0.0131174449285387
TS_Fat_nk cell	Adult	Integumentary system	TS_Fat	nk cell	Natural killer cell	CL:0000623	Perirenal fat	UBERON:0005406	0.995192093202737	0.803928006477908	0.954981549815498	0.970655916225914	0.0129346940542312
TS_Thymus_cd8-positive, alpha-beta t cell	Adult	Lymphatic system	TS_Thymus	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Thymus	UBERON:0002370	0.995197650788147	0.803928006477908	0.955719557195572	0.97081250272255	0.0128646391917226
AdultEsophagus_T cell	Adult	Digestive system	AdultEsophagus	T cell	T cell	CL:0000084	Esophagus	UBERON:0001043	0.996524784364182	0.79184874885515	0.970479704797048	0.97085028615466	0.0128477370435548
AdultLiver_B cell (Plasmocyte)	Adult	Digestive system	AdultLiver	B cell (Plasmocyte)	B cell	CL:0000236	Liver	UBERON:0002107	0.999226825733134	0.783056364054911	0.981918819188192	0.970961997739702	0.0127977675120977
AdultLiver_T cell	Adult	Digestive system	AdultLiver	T cell	T cell	CL:0000084	Liver	UBERON:0002107	0.999226825733134	0.783097449965193	0.981918819188192	0.970972598718044	0.0127930259040073
TS_Liver_neutrophil	Adult	Digestive system	TS_Liver	neutrophil	Neutrophil	CL:0000775	Liver	UBERON:0002107	0.995380323592417	0.800107016821729	0.961623616236162	0.971094288313776	0.0127386002605308
TS_Vasculature_mast cell	Adult	Cardiovascular system	TS_Vasculature	mast cell	Mast cell	CL:0000097	Vasculature	UBERON:0002049	0.995201300245832	0.804297779670441	0.956826568265683	0.971139274081773	0.0127184821128609
TS_Vasculature_nk cell	Adult	Cardiovascular system	TS_Vasculature	nk cell	Natural killer cell	CL:0000623	Vasculature	UBERON:0002049	0.995201300245832	0.804297779670441	0.956826568265683	0.971139274081773	0.0127184821128609
TS_Skin_naive thymus-derived cd4-positive, alpha-beta t cell	Adult	Integumentary system	TS_Skin	naive thymus-derived cd4-positive, alpha-beta t cell	T cell	CL:0000084	Skin of body	UBERON:0002097	0.995202380633446	0.803352803733967	0.95830258302583	0.971212974336957	0.0126855245335314
TS_Skin_regulatory t cell	Adult	Integumentary system	TS_Skin	regulatory t cell	T cell	CL:0000084	Skin of body	UBERON:0002097	0.995202380633446	0.803352803733967	0.95830258302583	0.971212974336957	0.0126855245335314
AdultJeJunum_B cell (Plasmocyte)	Adult	Digestive system	AdultJeJunum	B cell (Plasmocyte)	B cell	CL:0000236	Jejunum	UBERON:0002115	0.998077919574429	0.790985944739239	0.973431734317343	0.971243241208898	0.0126719903952951
AdultIleum_B cell (Plasmocyte)	Adult	Digestive system	AdultIleum	B cell (Plasmocyte)	B cell	CL:0000236	Ileum	UBERON:0002116	0.998128989928639	0.792382865688809	0.974169741697417	0.971749109117113	0.0124458488502326
Madissoon_2020_spleen_NK_CD160pos	Adult	Lymphatic system	Madissoon_2020_spleen	NK_CD160pos	Natural killer cell	CL:0000623	Spleen	UBERON:0002106	0.996512512287492	0.797559690384277	0.968634686346863	0.971911577385831	0.0123732445389524
Madissoon_2020_spleen_T_CD8_activated	Adult	Lymphatic system	Madissoon_2020_spleen	T_CD8_activated	T cell	CL:0000084	Spleen	UBERON:0002106	0.996512512287492	0.797559690384277	0.968634686346863	0.971911577385831	0.0123732445389524
Madissoon_2020_spleen_T_CD8_CTL	Adult	Lymphatic system	Madissoon_2020_spleen	T_CD8_CTL	T cell	CL:0000084	Spleen	UBERON:0002106	0.996512512287492	0.797559690384277	0.968634686346863	0.971911577385831	0.0123732445389524
Madissoon_2020_spleen_B_T_doublet	Adult	Lymphatic system	Madissoon_2020_spleen	B_T_doublet	B/T doublet	NA	Spleen	UBERON:0002106	0.996512512287492	0.797559690384277	0.968634686346863	0.971911577385831	0.0123732445389524
TS_Pancreas_b cell	Adult	Digestive system	TS_Pancreas	b cell	B cell	CL:0000236	Pancreas	UBERON:0001264	0.995406358931534	0.80232565597693	0.963837638376384	0.972109309722663	0.0122848976866675
TS_Lung_cd4-positive, alpha-beta t cell	Adult	Respiratory system	TS_Lung	cd4-positive, alpha-beta t cell	T cell	CL:0000084	Lung	UBERON:0002048	0.995397178531966	0.803969092388189	0.962361623616236	0.97221135197154	0.0122393122166141
AdultStomach_B cell (Plasmocyte)	Adult	Digestive system	AdultStomach	B cell (Plasmocyte)	B cell	CL:0000236	Stomach	UBERON:0000945	0.998223720721667	0.793738700728098	0.974907749077491	0.97224033724359	0.0122263644598983
TS_Liver_nk cell	Adult	Digestive system	TS_Liver	nk cell	Natural killer cell	CL:0000623	Liver	UBERON:0002107	0.995411181474541	0.8026132573489	0.964575645756458	0.972332355254156	0.0121852624590233
TS_Muscle_mature nk t cell	Adult	Muscular system	TS_Muscle	mature nk t cell	Natural killer cell	CL:0000623	Muscle organ	UBERON:0001630	0.995400754037605	0.804174521939597	0.96309963099631	0.972413933372945	0.0121488269331533
AdultTransverseColon_B cell (Plasmocyte)	Adult	Digestive system	AdultTransverseColon	B cell (Plasmocyte)	B cell	CL:0000236	Transverse colon	UBERON:0001157	0.998392336762926	0.793944130279506	0.975645756457565	0.972441533134625	0.0121365006452551
